age,workclass,education,occupation,capital.gain,capital.loss,native.country,salaries,jobsatisfaction,male,female
47,Private, Some-college, Adm-clerical,0,0,United-States,31664,4,NA,1
33,Private, Bachelors, Exec-managerial,0,0,United-States,35546,7,1,NA
48,Self-emp-not-inc, Bachelors, Prof-specialty,0,0,United-States,36508,8,1,NA
42,Private, HS-grad, Craft-repair,0,0,United-States,30184,4,NA,1
19,Private, Some-college, Other-service,0,0,United-States,35491,9,1,NA
64,Self-emp-inc, Bachelors, Prof-specialty,0,0,United-States,40085,10,1,NA
51,Self-emp-not-inc, Bachelors, Farming-fishing,0,0,United-States,30555,7,1,NA
20,Federal-gov, HS-grad, Adm-clerical,0,0,United-States,23168,0,1,NA
28,Private, HS-grad, Other-service,0,0,Puerto-Rico,35344,7,1,NA
52,Private, Masters, Exec-managerial,0,1902,Greece,44694,5,1,NA
29,Self-emp-not-inc, Some-college, Craft-repair,0,0,United-States,45869,2,1,NA
51,Private, Bachelors, Sales,0,0,United-States,23946,11,1,NA
36,Private, HS-grad, Prof-specialty,0,2377,United-States,37094,11,1,NA
43,Private, Bachelors, Sales,15024,0,United-States,72538,12,1,NA
52,Private, Some-college, Exec-managerial,0,0,United-States,32420,5,1,NA
50,Private, HS-grad, Craft-repair,0,0,United-States,63418,2,1,NA
25,Private, Some-college, Other-service,0,0,United-States,34125,8,1,NA
36,Private, Assoc-acdm, Adm-clerical,0,0,Jamaica,29709,2,NA,1
44,Private, Some-college, Exec-managerial,0,0,United-States,26063,4,NA,1
47,Private, 10th, Transport-moving,0,0,United-States,24120,15,1,NA
32,Private, HS-grad, Craft-repair,0,0,United-States,22847,3,1,NA
37,Private, Masters, Prof-specialty,0,0,South-Korea,23742,12,1,NA
40,Private, HS-grad, Adm-clerical,2829,0,United-States,25137,7,1,NA
34,Self-emp-not-inc, HS-grad, Sales,0,0,United-States,33115,11,1,NA
35,Self-emp-inc, Some-college, Sales,0,0,United-States,72094,13,1,NA
26,Private, Some-college, Prof-specialty,0,0,El-Salvador,21012,13,1,NA
49,Self-emp-not-inc, Bachelors, Farming-fishing,0,0,United-States,24191,4,1,NA
63,NA, Bachelors,NA,0,0,United-States,55075,2,1,NA
46,Self-emp-not-inc, Bachelors, Prof-specialty,0,0,United-States,21158,14,1,NA
31,Local-gov, Some-college, Adm-clerical,0,0,United-States,33653,0,1,NA
22,Private, Assoc-voc, Craft-repair,0,0,United-States,27676,7,1,NA
20,Private, Some-college, Other-service,0,0,United-States,31344,9,NA,1
52,Private, Doctorate, Exec-managerial,0,0,United-States,74935,6,1,NA
26,Private, Some-college, Adm-clerical,0,0,United-States,24552,1,NA,1
34,Private, Bachelors, Exec-managerial,0,0,United-States,76011,6,1,NA
31,Private, 9th, Machine-op-inspct,0,0,United-States,29322,8,1,NA
46,Private, HS-grad, Sales,0,0,United-States,30387,13,NA,1
22,Private, 7th-8th, Machine-op-inspct,0,0,Mexico,26910,9,1,NA
38,Private, Assoc-voc, Craft-repair,0,0,United-States,31346,5,1,NA
35,Private, HS-grad, Sales,0,0,Ecuador,44946,11,1,NA
27,State-gov, Some-college, Protective-serv,0,0,United-States,23791,11,1,NA
27,Private, Assoc-acdm, Exec-managerial,0,0,United-States,28652,8,1,NA
46,Private, Some-college, Sales,0,0,Cuba,28388,12,NA,1
40,NA, HS-grad,NA,0,0,United-States,26108,3,NA,1
19,Private, Some-college, Adm-clerical,0,0,Thailand,32353,0,1,NA
69,NA, HS-grad,NA,0,0,United-States,63229,0,1,NA
20,Private, Some-college, Other-service,0,0,United-States,15751,8,1,NA
34,Federal-gov, Bachelors, Protective-serv,0,0,United-States,21492,11,1,NA
49,Private, Masters, Exec-managerial,0,0,United-States,74969,6,1,NA
27,Private, Some-college, Farming-fishing,0,0,United-States,31943,7,1,NA
59,Private, Some-college, Adm-clerical,0,0,Cuba,68155,3,NA,1
45,Private, Bachelors, Exec-managerial,15024,0,United-States,66579,4,1,NA
21,Private, Some-college, Sales,0,0,United-States,12708,11,NA,1
51,State-gov, Assoc-voc, Prof-specialty,0,0,United-States,32846,7,NA,1
64,NA, 11th,NA,0,0,United-States,15829,2,1,NA
41,State-gov, Doctorate, Prof-specialty,0,0,United-States,75772,14,1,NA
18,NA, 12th,NA,0,0,Germany,26377,0,NA,1
49,Private, Masters, Prof-specialty,0,0,United-States,27606,11,1,NA
51,Private, HS-grad, Machine-op-inspct,0,0,United-States,32533,7,1,NA
20,Private, Some-college, Handlers-cleaners,0,0,United-States,16296,8,NA,1
69,Self-emp-not-inc, HS-grad, Sales,0,0,United-States,33645,15,1,NA
18,NA, HS-grad,NA,0,0,United-States,25552,0,NA,1
43,Private, HS-grad, Handlers-cleaners,0,0,United-States,24803,9,1,NA
50,Private, HS-grad, Machine-op-inspct,0,0,United-States,23543,5,NA,1
32,Private, HS-grad, Machine-op-inspct,0,0,United-States,32117,9,1,NA
27,Local-gov, HS-grad, Farming-fishing,0,0,United-States,32106,4,1,NA
38,Private, HS-grad, Other-service,0,0,United-States,30113,12,1,NA
62,Private, HS-grad, Machine-op-inspct,0,0,United-States,75651,7,1,NA
46,Private, HS-grad, Exec-managerial,0,0,United-States,36993,4,1,NA
19,Private, Some-college, Tech-support,0,0,NA,35709,15,NA,1
17,NA, 10th,NA,0,0,United-States,37979,1,1,NA
21,Private, HS-grad, Machine-op-inspct,0,0,United-States,29063,10,NA,1
36,Private, Bachelors, Adm-clerical,0,0,United-States,25332,2,NA,1
36,Private, 12th, Handlers-cleaners,0,0,United-States,32906,7,1,NA
23,Private, HS-grad, Machine-op-inspct,0,0,Philippines,47047,7,1,NA
58,Private, Bachelors, Prof-specialty,0,0,United-States,70972,10,1,NA
40,Private, Bachelors, Prof-specialty,0,0,United-States,41900,12,1,NA
64,Private, Some-college, Exec-managerial,10566,0,United-States,49049,6,NA,1
66,Private, 11th, Craft-repair,0,0,United-States,47290,4,1,NA
42,Private, HS-grad, Sales,0,0,United-States,25789,15,1,NA
55,Private, Some-college, Adm-clerical,0,0,United-States,33804,2,NA,1
53,Private, Some-college, Exec-managerial,0,1977,United-States,38279,6,1,NA
25,Private, HS-grad, Handlers-cleaners,0,0,United-States,27818,9,1,NA
39,Private, Some-college, Tech-support,0,0,United-States,30064,15,NA,1
20,Private, HS-grad, Other-service,0,0,United-States,32423,7,1,NA
32,Private, HS-grad, Other-service,0,0,United-States,46393,10,1,NA
28,Private, Bachelors, Sales,0,0,United-States,47336,13,1,NA
23,Federal-gov, Assoc-acdm, Exec-managerial,0,0,Poland,39530,4,NA,1
18,Private, HS-grad, Other-service,0,0,United-States,30412,9,1,NA
43,Self-emp-not-inc, HS-grad, Exec-managerial,0,0,United-States,73004,5,1,NA
29,Private, HS-grad, Craft-repair,0,0,United-States,31199,3,1,NA
32,Private, Some-college, Protective-serv,0,0,Dominican-Republic,38554,9,1,NA
31,Local-gov, HS-grad, Craft-repair,0,0,United-States,45875,6,1,NA
60,Private, 5th-6th, Craft-repair,0,0,Mexico,39516,6,1,NA
42,Private, Some-college, Transport-moving,0,0,United-States,30359,15,1,NA
46,Private, Masters, Exec-managerial,0,0,United-States,66041,4,1,NA
38,Private, HS-grad, Craft-repair,0,0,United-States,55199,7,1,NA
18,Private, 11th, Other-service,0,0,United-States,28035,11,NA,1
31,Private, HS-grad, Sales,0,0,United-States,29614,11,NA,1
54,Private, HS-grad, Sales,4064,0,United-States,20836,12,1,NA
46,Private, Some-college, Sales,0,2042,United-States,39482,12,1,NA
27,Self-emp-not-inc, HS-grad, Farming-fishing,0,0,United-States,25911,6,1,NA
50,Local-gov, Bachelors, Prof-specialty,0,0,United-States,67205,11,1,NA
38,Self-emp-not-inc, 7th-8th, Farming-fishing,0,0,United-States,33964,5,1,NA
36,State-gov, Masters, Prof-specialty,0,0,United-States,38841,14,NA,1
25,Private, HS-grad, Other-service,0,0,Mexico,24555,7,1,NA
19,Private, HS-grad, Farming-fishing,0,0,United-States,15047,5,1,NA
60,Local-gov, Some-college, Other-service,0,0,Philippines,37764,10,1,NA
45,Local-gov, 9th, Other-service,0,0,United-States,25112,5,1,NA
21,Private, Some-college, Tech-support,0,1602,United-States,26724,11,1,NA
42,Private, HS-grad, Transport-moving,0,1980,United-States,24430,13,1,NA
38,Private, HS-grad, Craft-repair,0,0,United-States,41585,3,1,NA
22,NA, Some-college,NA,0,0,United-States,39024,3,1,NA
19,Private, HS-grad, Exec-managerial,0,0,United-States,25254,5,1,NA
23,Private, Some-college, Adm-clerical,0,0,United-States,40103,1,1,NA
24,Private, Some-college, Handlers-cleaners,0,0,United-States,34990,9,NA,1
30,Private, Assoc-acdm, Sales,0,0,United-States,30639,10,1,NA
62,Private, Some-college, Exec-managerial,0,0,United-States,26332,7,1,NA
26,Self-emp-not-inc, Prof-school, Prof-specialty,0,0,United-States,31854,15,1,NA
42,Federal-gov, Bachelors, Exec-managerial,0,0,United-States,72798,6,1,NA
33,Private, HS-grad, Craft-repair,0,0,United-States,41167,5,1,NA
NA,Self-emp-inc, Doctorate, Prof-specialty,0,0,NA,68735,6,1,NA
35,Private, Bachelors, Prof-specialty,0,0,United-States,22501,9,NA,1
33,Private, HS-grad, Sales,0,0,United-States,35318,15,1,NA
45,Private, HS-grad, Sales,0,0,United-States,23107,12,NA,1
62,Private, Bachelors, Adm-clerical,0,0,United-States,68934,1,NA,1
24,Private, HS-grad, Exec-managerial,0,0,United-States,34248,5,1,NA
50,Local-gov, Some-college, Adm-clerical,0,0,United-States,9789,2,NA,1
54,Private, Bachelors, Prof-specialty,0,0,United-States,62313,12,1,NA
58,Private, 7th-8th, Machine-op-inspct,0,0,United-States,45801,8,1,NA
39,Self-emp-inc, HS-grad, Craft-repair,0,0,United-States,35191,3,1,NA
32,Private, HS-grad, Craft-repair,0,0,United-States,8243,5,1,NA
27,Private, Bachelors, Prof-specialty,0,0,United-States,30009,12,1,NA
27,Private, HS-grad, Transport-moving,3908,0,United-States,24984,14,1,NA
20,Private, Some-college, Other-service,0,0,United-States,11245,10,1,NA
64,Private, 7th-8th, Craft-repair,0,0,United-States,19957,1,1,NA
55,Self-emp-inc, Masters, Sales,0,0,United-States,23119,13,NA,1
46,Private, HS-grad, Tech-support,0,0,United-States,30403,15,NA,1
45,Private, Some-college, Transport-moving,0,0,United-States,46452,12,1,NA
26,Private, HS-grad, Transport-moving,0,0,United-States,33870,15,1,NA
36,Private, HS-grad, Craft-repair,0,0,United-States,37882,4,1,NA
25,Private, Bachelors, Sales,0,1876,United-States,31352,15,NA,1
58,Private, 10th, Transport-moving,0,1887,United-States,63810,14,1,NA
39,Self-emp-inc, Bachelors, Exec-managerial,0,0,United-States,23015,6,1,NA
47,Private, HS-grad, Priv-house-serv,0,0,Thailand,27527,12,NA,1
35,Private, Masters, Machine-op-inspct,0,0,United-States,32195,8,1,NA
38,Private, HS-grad, Exec-managerial,0,0,United-States,20293,4,1,NA
50,Private, 11th, Craft-repair,0,0,United-States,33408,1,1,NA
36,Private, HS-grad, Adm-clerical,0,0,United-States,20429,0,NA,1
28,Private, 5th-6th, Craft-repair,0,0,Mexico,33737,3,1,NA
44,Self-emp-not-inc, HS-grad, Machine-op-inspct,0,0,United-States,44119,7,NA,1
40,Private, HS-grad, Protective-serv,0,0,United-States,40772,11,NA,1
55,Private, Some-college, Craft-repair,0,0,United-States,62459,3,1,NA
29,Self-emp-not-inc, HS-grad, Farming-fishing,0,0,United-States,24720,5,1,NA
33,Private, HS-grad, Craft-repair,0,0,United-States,40229,2,1,NA
19,NA, Some-college,NA,0,0,Japan,24786,1,NA,1
32,Private, Bachelors, Exec-managerial,7688,0,United-States,66933,5,1,NA
45,Local-gov, Masters, Prof-specialty,0,0,United-States,71178,12,1,NA
23,Private, HS-grad, Handlers-cleaners,0,0,United-States,25038,6,1,NA
31,Private, Assoc-voc, Protective-serv,0,0,United-States,25128,13,1,NA
22,Private, Some-college, Other-service,0,0,Philippines,31525,8,NA,1
59,Private, HS-grad, Handlers-cleaners,0,0,United-States,28660,3,1,NA
32,Private, Some-college, Craft-repair,0,0,United-States,39362,2,1,NA
49,State-gov, Some-college, Adm-clerical,0,0,United-States,33173,0,NA,1
22,Private, Some-college, Adm-clerical,0,0,United-States,29838,1,1,NA
26,Private, Some-college, Adm-clerical,0,0,United-States,24644,0,1,NA
23,State-gov, Some-college, Adm-clerical,0,0,Vietnam,21781,0,1,NA
55,Self-emp-not-inc, Some-college, Sales,0,0,United-States,26824,15,NA,1
47,Private, HS-grad, Exec-managerial,0,0,United-States,67972,6,1,NA
44,Private, HS-grad, Transport-moving,0,0,United-States,25590,15,1,NA
27,Private, Some-college, Other-service,0,0,United-States,37706,10,1,NA
40,State-gov, Masters, Prof-specialty,15024,0,United-States,67784,10,NA,1
32,Self-emp-not-inc, Bachelors, Prof-specialty,0,0,United-States,68153,12,NA,1
20,Private, Some-college, Machine-op-inspct,0,0,Vietnam,30912,6,1,NA
84,Local-gov, HS-grad, Exec-managerial,0,0,United-States,24003,3,NA,1
40,Private, Some-college, Craft-repair,0,0,United-States,27800,9,1,NA
37,Private, Bachelors, Sales,0,0,United-States,32912,14,NA,1
44,Private, Some-college, Transport-moving,0,1380,United-States,36672,13,1,NA
47,Private, Some-college, Exec-managerial,0,0,Germany,35113,5,NA,1
62,Self-emp-not-inc, Some-college, Sales,0,0,United-States,30550,15,1,NA
19,NA, Some-college,NA,0,0,United-States,29882,0,NA,1
47,Private, HS-grad, Transport-moving,0,0,United-States,19918,15,1,NA
44,Local-gov, HS-grad, Craft-repair,0,0,United-States,29783,1,1,NA
26,Local-gov, Bachelors, Adm-clerical,0,0,United-States,28561,0,1,NA
36,Private, Some-college, Craft-repair,0,0,United-States,29122,3,1,NA
52,Private, 11th, Other-service,0,0,United-States,30628,5,1,NA
33,Private, Some-college, Adm-clerical,0,0,United-States,22666,1,NA,1
48,NA, HS-grad,NA,0,0,United-States,32122,2,1,NA
33,Private, HS-grad, Transport-moving,0,0,United-States,16069,12,1,NA
25,Private, Bachelors, Exec-managerial,0,0,United-States,37375,6,1,NA
62,Private, Bachelors, Machine-op-inspct,0,0,United-States,41541,11,1,NA
38,Private, Some-college, Craft-repair,0,0,United-States,39431,5,1,NA
46,Private, HS-grad, Farming-fishing,0,0,United-States,35621,4,1,NA
18,NA, Some-college,NA,0,0,United-States,24720,4,NA,1
46,Private, Bachelors, Exec-managerial,0,0,United-States,72669,4,1,NA
38,Private, HS-grad, Other-service,0,0,United-States,43413,9,NA,1
52,Private, Some-college, Adm-clerical,0,0,United-States,58632,0,1,NA
63,Self-emp-not-inc, 7th-8th, Exec-managerial,0,0,United-States,40366,3,1,NA
49,Private, Some-college, Machine-op-inspct,0,0,United-States,25028,6,1,NA
17,Local-gov, 11th, Adm-clerical,0,0,United-States,23998,4,NA,1
33,Private, HS-grad, Other-service,0,0,United-States,50640,5,NA,1
70,Self-emp-not-inc, HS-grad, Other-service,2329,0,United-States,32445,10,NA,1
19,Private, Some-college, Other-service,0,0,United-States,29452,10,NA,1
27,NA, HS-grad,NA,0,0,United-States,59137,0,NA,1
61,Private, Some-college, Sales,0,0,United-States,35849,15,1,NA
33,Private, Bachelors, Prof-specialty,0,0,United-States,61486,10,1,NA
46,Self-emp-inc, Bachelors, Sales,0,1902,NA,68995,12,1,NA
29,Private, 10th, Farming-fishing,0,0,Guatemala,33869,8,NA,1
40,Local-gov, Some-college, Transport-moving,6849,0,United-States,38924,15,1,NA
43,State-gov, HS-grad, Transport-moving,0,0,United-States,62615,13,1,NA
24,Private, HS-grad, Sales,0,0,United-States,22225,12,1,NA
29,Private, Some-college, Craft-repair,0,0,United-States,29518,3,1,NA
61,Self-emp-not-inc, HS-grad, Other-service,0,0,United-States,34094,8,NA,1
48,Private, 11th, Other-service,0,0,United-States,30786,8,NA,1
19,Private, Some-college, Handlers-cleaners,0,0,United-States,24149,6,1,NA
30,Private, Some-college, Machine-op-inspct,0,0,United-States,17192,10,NA,1
24,Private, Some-college, Other-service,0,0,United-States,26598,14,1,NA
39,Local-gov, Masters, Prof-specialty,0,0,United-States,24296,11,NA,1
46,Self-emp-inc, Some-college, Exec-managerial,2036,0,United-States,32507,7,NA,1
40,Private, HS-grad, Sales,0,0,United-States,63689,11,1,NA
27,Local-gov, Bachelors, Prof-specialty,0,0,United-States,31226,11,NA,1
25,Private, Masters, Prof-specialty,0,0,United-States,23391,11,NA,1
31,Private, 11th, Craft-repair,0,2001,United-States,38680,3,1,NA
58,Private, Bachelors, Transport-moving,0,0,United-States,23401,15,1,NA
33,Private, HS-grad, Exec-managerial,0,0,Canada,69332,6,NA,1
40,Private, HS-grad, Other-service,0,0,United-States,34510,5,NA,1
40,Self-emp-inc, Masters, Sales,0,0,United-States,78216,15,1,NA
31,Private, HS-grad, Craft-repair,0,0,United-States,26178,4,1,NA
33,Private, HS-grad, Other-service,0,0,China,21972,7,NA,1
49,Private, Assoc-acdm, Sales,0,0,United-States,23652,15,1,NA
24,Private, Assoc-voc, Tech-support,0,0,United-States,30263,14,1,NA
46,Private, HS-grad, Craft-repair,0,0,United-States,30143,6,1,NA
58,Local-gov, Masters, Prof-specialty,0,0,United-States,62455,15,1,NA
20,Private, Some-college, Sales,0,0,United-States,12597,10,NA,1
65,NA, HS-grad,NA,0,0,United-States,36720,0,1,NA
43,Private, Some-college, Adm-clerical,0,0,United-States,27527,1,NA,1
48,Self-emp-not-inc, Masters, Sales,0,0,India,22180,14,1,NA
41,Private, Some-college, Transport-moving,0,0,United-States,25570,13,1,NA
27,State-gov, Some-college, Other-service,0,0,United-States,41169,11,NA,1
52,NA, Some-college,NA,0,0,United-States,43750,1,1,NA
26,Private, HS-grad, Other-service,0,0,NA,14931,9,1,NA
52,Local-gov, HS-grad, Craft-repair,0,0,United-States,44616,7,1,NA
52,Local-gov, Some-college, Exec-managerial,0,0,United-States,20677,5,NA,1
19,Private, HS-grad, Other-service,0,0,United-States,23957,10,1,NA
39,Local-gov, Some-college, Prof-specialty,0,0,United-States,23408,8,NA,1
47,Private, Some-college, Other-service,0,0,United-States,32294,10,NA,1
27,Private, HS-grad, Craft-repair,0,0,United-States,25592,1,1,NA
48,Private, Some-college, Craft-repair,0,0,United-States,29356,4,1,NA
50,Private, HS-grad, Other-service,0,0,United-States,31436,11,NA,1
60,Private, Some-college, Transport-moving,0,0,United-States,40021,14,1,NA
28,Private, Assoc-acdm, Tech-support,0,0,United-States,64927,13,1,NA
47,Federal-gov, HS-grad, Other-service,0,0,United-States,33436,13,NA,1
69,NA, Bachelors,NA,0,0,United-States,17491,4,1,NA
40,Self-emp-not-inc, HS-grad, Craft-repair,0,0,South-Korea,32256,7,1,NA
37,Private, HS-grad, Handlers-cleaners,3887,0,Nicaragua,31103,7,NA,1
41,State-gov, Masters, Prof-specialty,0,0,United-States,16191,12,1,NA
38,Private, HS-grad, Adm-clerical,0,0,Trinadad&Tobago,28691,2,1,NA
46,Federal-gov, Assoc-voc, Tech-support,0,0,United-States,41898,12,NA,1
21,Self-emp-not-inc, Some-college, Adm-clerical,0,0,United-States,37239,0,1,NA
44,Private, Masters, Sales,0,0,United-States,32477,13,NA,1
38,NA, 10th,NA,0,0,United-States,26636,3,1,NA
47,Self-emp-not-inc, Some-college, Adm-clerical,0,0,United-States,57590,4,NA,1
42,Private, Doctorate, Other-service,27828,0,NA,71626,9,1,NA
42,Local-gov, Some-college, Craft-repair,0,0,United-States,20429,3,1,NA
56,Private, Bachelors, Exec-managerial,0,0,United-States,67944,8,NA,1
32,Private, Bachelors, Prof-specialty,0,0,United-States,28835,14,1,NA
24,Private, Bachelors, Other-service,0,0,United-States,25290,8,1,NA
26,Private, Some-college, Sales,0,0,United-States,34693,15,1,NA
36,Self-emp-not-inc, Bachelors, Sales,2174,0,United-States,48406,9,NA,1
49,Private, 11th, Other-service,0,0,United-States,39627,11,1,NA
65,Private, HS-grad, Exec-managerial,0,0,United-States,58579,8,1,NA
73,State-gov, 7th-8th, Other-service,0,0,United-States,35790,8,NA,1
34,Private, 11th, Handlers-cleaners,0,0,United-States,23003,8,1,NA
22,Private, Bachelors, Adm-clerical,0,0,United-States,35889,1,NA,1
49,Local-gov, Some-college, Other-service,0,0,United-States,38457,6,NA,1
25,Private, 11th, Other-service,0,0,United-States,29019,11,NA,1
39,Private, 9th, Transport-moving,0,0,United-States,30781,15,1,NA
19,Private, 11th, Craft-repair,0,0,United-States,36184,10,1,NA
24,Private, 10th, Machine-op-inspct,0,0,United-States,26041,11,NA,1
34,Private, HS-grad, Adm-clerical,0,0,United-States,22029,1,NA,1
35,NA, HS-grad,NA,0,0,United-States,23084,0,NA,1
21,Private, HS-grad, Machine-op-inspct,0,0,United-States,25877,7,1,NA
43,Private, Masters, Other-service,0,0,United-States,20031,11,NA,1
35,Federal-gov, Bachelors, Tech-support,0,0,NA,34765,13,1,NA
39,Private, Some-college, Adm-clerical,0,0,United-States,34556,1,NA,1
48,NA, Bachelors,NA,0,0,United-States,60204,0,1,NA
33,Self-emp-not-inc, Assoc-acdm, Other-service,0,0,United-States,36392,13,1,NA
19,Private, Some-college, Other-service,0,0,United-States,35101,10,NA,1
17,Private, 10th, Sales,0,0,United-States,33645,13,NA,1
43,Self-emp-not-inc, Some-college, Farming-fishing,0,0,United-States,23241,5,1,NA
